State,Currency,Year,Median Income/Standard Error,USD$
Connecticut,CURRENT DOLLARS,2015,"Median
income",75417
Connecticut,CURRENT DOLLARS,2015,"Standard
error",4603
Connecticut,CURRENT DOLLARS,2016,"Median
income",77556
Connecticut,CURRENT DOLLARS,2016,"Standard
error",3477
Connecticut,CURRENT DOLLARS,2017,"Median
income",72780
Connecticut,CURRENT DOLLARS,2017,"Standard
error",3509
Connecticut,CURRENT DOLLARS,1984 ,"Median
income",67493
Connecticut,CURRENT DOLLARS,1984 ,"Standard
error",2790
Connecticut,CURRENT DOLLARS,1985 ,"Median
income",67734
Connecticut,CURRENT DOLLARS,1985 ,"Standard
error",2460
Connecticut,CURRENT DOLLARS,1987 ,"Median
income",68023
Connecticut,CURRENT DOLLARS,1987 ,"Standard
error",2819
Connecticut,CURRENT DOLLARS,1992 ,"Median
income",70141
Connecticut,CURRENT DOLLARS,1992 ,"Standard
error",3387
Connecticut,CURRENT DOLLARS,1993 ,"Median
income",66196
Connecticut,CURRENT DOLLARS,1993 ,"Standard
error",2781
Connecticut,CURRENT DOLLARS,1994 ,"Median
income",67436
Connecticut,CURRENT DOLLARS,1994 ,"Standard
error",2617
Connecticut,CURRENT DOLLARS,1995 ,"Median
income",64482
Connecticut,CURRENT DOLLARS,1995 ,"Standard
error",3636
Connecticut,CURRENT DOLLARS,1999 ,"Median
income",74669
Connecticut,CURRENT DOLLARS,1999 ,"Standard
error",3389
Connecticut,CURRENT DOLLARS,2000 ,"Median
income",71618
Connecticut,CURRENT DOLLARS,2000 ,"Standard
error",1937
Connecticut,CURRENT DOLLARS,2004,"Median
income",71680
Connecticut,CURRENT DOLLARS,2004,"Standard
error",2144
Connecticut,CURRENT DOLLARS,2009 ,"Median
income",74274
Connecticut,CURRENT DOLLARS,2009 ,"Standard
error",2643
Connecticut,CURRENT DOLLARS,2010 ,"Median
income",74361
Connecticut,CURRENT DOLLARS,2010 ,"Standard
error",2360
Connecticut,CURRENT DOLLARS,2013 ,"Median
income",71442
Connecticut,CURRENT DOLLARS,2013 ,"Standard
error",2685
Connecticut,CURRENT DOLLARS,2013 ,"Median
income",73034
Connecticut,CURRENT DOLLARS,2013 ,"Standard
error",3413
Delaware,CURRENT DOLLARS,1986,"Median
income",54869
Delaware,CURRENT DOLLARS,1986,"Standard
error",2595
Delaware,CURRENT DOLLARS,1988,"Median
income",60942
Delaware,CURRENT DOLLARS,1988,"Standard
error",2331
Delaware,CURRENT DOLLARS,1989,"Median
income",61381
Delaware,CURRENT DOLLARS,1989,"Standard
error",2169
Delaware,CURRENT DOLLARS,1990,"Median
income",56191
Delaware,CURRENT DOLLARS,1990,"Standard
error",2030
Delaware,CURRENT DOLLARS,1991,"Median
income",57353
Delaware,CURRENT DOLLARS,1991,"Standard
error",1955
Delaware,CURRENT DOLLARS,1996,"Median
income",61351
Delaware,CURRENT DOLLARS,1996,"Standard
error",2188
Delaware,CURRENT DOLLARS,1997,"Median
income",65742
Delaware,CURRENT DOLLARS,1997,"Standard
error",3150
Delaware,CURRENT DOLLARS,1998,"Median
income",62490
Delaware,CURRENT DOLLARS,1998,"Standard
error",2642
Delaware,CURRENT DOLLARS,2001,"Median
income",68844
Delaware,CURRENT DOLLARS,2001,"Standard
error",2037
Delaware,CURRENT DOLLARS,2002,"Median
income",67841
Delaware,CURRENT DOLLARS,2002,"Standard
error",2302
Delaware,CURRENT DOLLARS,2003,"Median
income",65492
Delaware,CURRENT DOLLARS,2003,"Standard
error",1841
Delaware,CURRENT DOLLARS,2005,"Median
income",64468
Delaware,CURRENT DOLLARS,2005,"Standard
error",1354
Delaware,CURRENT DOLLARS,2006,"Median
income",63910
Delaware,CURRENT DOLLARS,2006,"Standard
error",2108
Delaware,CURRENT DOLLARS,2007,"Median
income",64697
Delaware,CURRENT DOLLARS,2007,"Standard
error",2559
Delaware,CURRENT DOLLARS,2008,"Median
income",57867
Delaware,CURRENT DOLLARS,2008,"Standard
error",1584
Delaware,CURRENT DOLLARS,2011,"Median
income",59704
Delaware,CURRENT DOLLARS,2011,"Standard
error",1906
Delaware,CURRENT DOLLARS,2012,"Median
income",52382
Delaware,CURRENT DOLLARS,2012,"Standard
error",2114
Delaware,CURRENT DOLLARS,2014,"Median
income",59619
Delaware,CURRENT DOLLARS,2014,"Standard
error",3078
Delaware,CURRENT DOLLARS,2015,"Median
income",59759
Delaware,CURRENT DOLLARS,2015,"Standard
error",3510
Delaware,CURRENT DOLLARS,2016,"Median
income",59294
Delaware,CURRENT DOLLARS,2016,"Standard
error",3056
Delaware,CURRENT DOLLARS,2017,"Median
income",62318
Delaware,CURRENT DOLLARS,2017,"Standard
error",3300
Delaware,CURRENT DOLLARS,1984 ,"Median
income",58181
Delaware,CURRENT DOLLARS,1984 ,"Standard
error",2314
Delaware,CURRENT DOLLARS,1985 ,"Median
income",50065
Delaware,CURRENT DOLLARS,1985 ,"Standard
error",2976
Delaware,CURRENT DOLLARS,1987 ,"Median
income",60534
Delaware,CURRENT DOLLARS,1987 ,"Standard
error",1811
Delaware,CURRENT DOLLARS,1992 ,"Median
income",61274
Delaware,CURRENT DOLLARS,1992 ,"Standard
error",2392
Delaware,CURRENT DOLLARS,1993 ,"Median
income",60413
Delaware,CURRENT DOLLARS,1993 ,"Standard
error",1422
Delaware,CURRENT DOLLARS,1994 ,"Median
income",58864
Delaware,CURRENT DOLLARS,1994 ,"Standard
error",1954
Delaware,CURRENT DOLLARS,1995 ,"Median
income",55965
Delaware,CURRENT DOLLARS,1995 ,"Standard
error",2961
Delaware,CURRENT DOLLARS,1999 ,"Median
income",68817
Delaware,CURRENT DOLLARS,1999 ,"Standard
error",3366
Delaware,CURRENT DOLLARS,2000 ,"Median
income",71893
Delaware,CURRENT DOLLARS,2000 ,"Standard
error",2153
Delaware,CURRENT DOLLARS,2004,"Median
income",62507
Delaware,CURRENT DOLLARS,2004,"Standard
error",1849
Delaware,CURRENT DOLLARS,2009 ,"Median
income",59686
Delaware,CURRENT DOLLARS,2009 ,"Standard
error",2040
Delaware,CURRENT DOLLARS,2010 ,"Median
income",62211
Delaware,CURRENT DOLLARS,2010 ,"Standard
error",2541
Delaware,CURRENT DOLLARS,2013 ,"Median
income",55040
Delaware,CURRENT DOLLARS,2013 ,"Standard
error",2620
Delaware,CURRENT DOLLARS,2013 ,"Median
income",57013
Delaware,CURRENT DOLLARS,2013 ,"Standard
error",4585
D.C.,CURRENT DOLLARS,1986,"Median
income",52077
D.C.,CURRENT DOLLARS,1986,"Standard
error",2681
D.C.,CURRENT DOLLARS,1988,"Median
income",53423
D.C.,CURRENT DOLLARS,1988,"Standard
error",1494
D.C.,CURRENT DOLLARS,1989,"Median
income",51206
D.C.,CURRENT DOLLARS,1989,"Standard
error",1943
D.C.,CURRENT DOLLARS,1990,"Median
income",49967
D.C.,CURRENT DOLLARS,1990,"Standard
error",2849
D.C.,CURRENT DOLLARS,1991,"Median
income",52601
D.C.,CURRENT DOLLARS,1991,"Standard
error",3350
D.C.,CURRENT DOLLARS,1996,"Median
income",49891
D.C.,CURRENT DOLLARS,1996,"Standard
error",2463
D.C.,CURRENT DOLLARS,1997,"Median
income",48673
D.C.,CURRENT DOLLARS,1997,"Standard
error",1503
D.C.,CURRENT DOLLARS,1998,"Median
income",50394
D.C.,CURRENT DOLLARS,1998,"Standard
error",1976
D.C.,CURRENT DOLLARS,2001,"Median
income",57140
D.C.,CURRENT DOLLARS,2001,"Standard
error",1420
D.C.,CURRENT DOLLARS,2002,"Median
income",53385
D.C.,CURRENT DOLLARS,2002,"Standard
error",1360
D.C.,CURRENT DOLLARS,2003,"Median
income",60181
D.C.,CURRENT DOLLARS,2003,"Standard
error",1895
D.C.,CURRENT DOLLARS,2005,"Median
income",56614
D.C.,CURRENT DOLLARS,2005,"Standard
error",2727
D.C.,CURRENT DOLLARS,2006,"Median
income",59082
D.C.,CURRENT DOLLARS,2006,"Standard
error",2046
D.C.,CURRENT DOLLARS,2007,"Median
income",60186
D.C.,CURRENT DOLLARS,2007,"Standard
error",1300
D.C.,CURRENT DOLLARS,2008,"Median
income",63446
D.C.,CURRENT DOLLARS,2008,"Standard
error",2012
D.C.,CURRENT DOLLARS,2011,"Median
income",60350
D.C.,CURRENT DOLLARS,2011,"Standard
error",2304
D.C.,CURRENT DOLLARS,2012,"Median
income",69789
D.C.,CURRENT DOLLARS,2012,"Standard
error",3927
D.C.,CURRENT DOLLARS,2014,"Median
income",70767
D.C.,CURRENT DOLLARS,2014,"Standard
error",4563
D.C.,CURRENT DOLLARS,2015,"Median
income",72501
D.C.,CURRENT DOLLARS,2015,"Standard
error",2960
D.C.,CURRENT DOLLARS,2016,"Median
income",72508
D.C.,CURRENT DOLLARS,2016,"Standard
error",2793
D.C.,CURRENT DOLLARS,2017,"Median
income",83382
D.C.,CURRENT DOLLARS,2017,"Standard
error",3319
D.C.,CURRENT DOLLARS,1984 ,"Median
income",45988
D.C.,CURRENT DOLLARS,1984 ,"Standard
error",1938
D.C.,CURRENT DOLLARS,1985 ,"Median
income",45917
D.C.,CURRENT DOLLARS,1985 ,"Standard
error",1647
D.C.,CURRENT DOLLARS,1987 ,"Median
income",56831
D.C.,CURRENT DOLLARS,1987 ,"Standard
error",2660
D.C.,CURRENT DOLLARS,1992 ,"Median
income",51947
D.C.,CURRENT DOLLARS,1992 ,"Standard
error",1930
D.C.,CURRENT DOLLARS,1993 ,"Median
income",45739
D.C.,CURRENT DOLLARS,1993 ,"Standard
error",2891
D.C.,CURRENT DOLLARS,1994 ,"Median
income",49418
D.C.,CURRENT DOLLARS,1994 ,"Standard
error",1816
D.C.,CURRENT DOLLARS,1995 ,"Median
income",49268
D.C.,CURRENT DOLLARS,1995 ,"Standard
error",1894
D.C.,CURRENT DOLLARS,1999 ,"Median
income",57072
D.C.,CURRENT DOLLARS,1999 ,"Standard
error",2360
D.C.,CURRENT DOLLARS,2000 ,"Median
income",58842
D.C.,CURRENT DOLLARS,2000 ,"Standard
error",1530
D.C.,CURRENT DOLLARS,2004,"Median
income",56525
D.C.,CURRENT DOLLARS,2004,"Standard
error",2425
D.C.,CURRENT DOLLARS,2009 ,"Median
income",60863
D.C.,CURRENT DOLLARS,2009 ,"Standard
error",2391
D.C.,CURRENT DOLLARS,2010 ,"Median
income",64142
D.C.,CURRENT DOLLARS,2010 ,"Standard
error",3755
D.C.,CURRENT DOLLARS,2013 ,"Median
income",63952
D.C.,CURRENT DOLLARS,2013 ,"Standard
error",3248
D.C.,CURRENT DOLLARS,2013 ,"Median
income",63301
D.C.,CURRENT DOLLARS,2013 ,"Standard
error",5828
Florida,CURRENT DOLLARS,1986,"Median
income",48923
Florida,CURRENT DOLLARS,1986,"Standard
error",1156
Florida,CURRENT DOLLARS,1988,"Median
income",50756
Florida,CURRENT DOLLARS,1988,"Standard
error",949
Florida,CURRENT DOLLARS,1989,"Median
income",49929
Florida,CURRENT DOLLARS,1989,"Standard
error",909
Florida,CURRENT DOLLARS,1990,"Median
income",48678
Florida,CURRENT DOLLARS,1990,"Standard
error",828
Florida,CURRENT DOLLARS,1991,"Median
income",47967
Florida,CURRENT DOLLARS,1991,"Standard
error",836
Florida,CURRENT DOLLARS,1996,"Median
income",47823
Florida,CURRENT DOLLARS,1996,"Standard
error",801
Florida,CURRENT DOLLARS,1997,"Median
income",49582
Florida,CURRENT DOLLARS,1997,"Standard
error",891
Florida,CURRENT DOLLARS,1998,"Median
income",52619
Florida,CURRENT DOLLARS,1998,"Standard
error",1156
Florida,CURRENT DOLLARS,2001,"Median
income",50550
Florida,CURRENT DOLLARS,2001,"Standard
error",579
Florida,CURRENT DOLLARS,2002,"Median
income",51956
Florida,CURRENT DOLLARS,2002,"Standard
error",1131
Florida,CURRENT DOLLARS,2003,"Median
income",52068
Florida,CURRENT DOLLARS,2003,"Standard
error",1014
Florida,CURRENT DOLLARS,2005,"Median
income",54093
Florida,CURRENT DOLLARS,2005,"Standard
error",1019
Florida,CURRENT DOLLARS,2006,"Median
income",55669
Florida,CURRENT DOLLARS,2006,"Standard
error",767
Florida,CURRENT DOLLARS,2007,"Median
income",54273
Florida,CURRENT DOLLARS,2007,"Standard
error",676
Florida,CURRENT DOLLARS,2008,"Median
income",51196
Florida,CURRENT DOLLARS,2008,"Standard
error",979
Florida,CURRENT DOLLARS,2011,"Median
income",49267
Florida,CURRENT DOLLARS,2011,"Standard
error",1243
Florida,CURRENT DOLLARS,2012,"Median
income",49279
Florida,CURRENT DOLLARS,2012,"Standard
error",1187
Florida,CURRENT DOLLARS,2014,"Median
income",47822
Florida,CURRENT DOLLARS,2014,"Standard
error",985
Florida,CURRENT DOLLARS,2015,"Median
income",50518
Florida,CURRENT DOLLARS,2015,"Standard
error",1443
Florida,CURRENT DOLLARS,2016,"Median
income",52277
Florida,CURRENT DOLLARS,2016,"Standard
error",853
Florida,CURRENT DOLLARS,2017,"Median
income",53681
Florida,CURRENT DOLLARS,2017,"Standard
error",1816
Florida,CURRENT DOLLARS,1984 ,"Median
income",44584
Florida,CURRENT DOLLARS,1984 ,"Standard
error",1055
Florida,CURRENT DOLLARS,1985 ,"Median
income",46499
Florida,CURRENT DOLLARS,1985 ,"Standard
error",952
Florida,CURRENT DOLLARS,1987 ,"Median
income",50691
Florida,CURRENT DOLLARS,1987 ,"Standard
error",985
Florida,CURRENT DOLLARS,1992 ,"Median
income",46970
Florida,CURRENT DOLLARS,1992 ,"Standard
error",903
Florida,CURRENT DOLLARS,1993 ,"Median
income",47826
Florida,CURRENT DOLLARS,1993 ,"Standard
error",1184
Florida,CURRENT DOLLARS,1994 ,"Median
income",48069
Florida,CURRENT DOLLARS,1994 ,"Standard
error",1037
Florida,CURRENT DOLLARS,1995 ,"Median
income",47661
Florida,CURRENT DOLLARS,1995 ,"Standard
error",981
Florida,CURRENT DOLLARS,1999 ,"Median
income",52882
Florida,CURRENT DOLLARS,1999 ,"Standard
error",925
Florida,CURRENT DOLLARS,2000 ,"Median
income",55465
Florida,CURRENT DOLLARS,2000 ,"Standard
error",1061
Florida,CURRENT DOLLARS,2004,"Median
income",52732
Florida,CURRENT DOLLARS,2004,"Standard
error",822
Florida,CURRENT DOLLARS,2009 ,"Median
income",52261
Florida,CURRENT DOLLARS,2009 ,"Standard
error",809
Florida,CURRENT DOLLARS,2010 ,"Median
income",49650
Florida,CURRENT DOLLARS,2010 ,"Standard
error",1740
Florida,CURRENT DOLLARS,2013 ,"Median
income",50473
Florida,CURRENT DOLLARS,2013 ,"Standard
error",1658
Florida,CURRENT DOLLARS,2013 ,"Median
income",51153
Florida,CURRENT DOLLARS,2013 ,"Standard
error",2967
Georgia,CURRENT DOLLARS,1986,"Median
income",52180
Georgia,CURRENT DOLLARS,1986,"Standard
error",2381
Georgia,CURRENT DOLLARS,1988,"Median
income",53073
Georgia,CURRENT DOLLARS,1988,"Standard
error",1790
Georgia,CURRENT DOLLARS,1989,"Median
income",52718
Georgia,CURRENT DOLLARS,1989,"Standard
error",1954
Georgia,CURRENT DOLLARS,1990,"Median
income",50275
Georgia,CURRENT DOLLARS,1990,"Standard
error",2163
Georgia,CURRENT DOLLARS,1991,"Median
income",47896
Georgia,CURRENT DOLLARS,1991,"Standard
error",1915
Georgia,CURRENT DOLLARS,1996,"Median
income",50718
Georgia,CURRENT DOLLARS,1996,"Standard
error",2600
Georgia,CURRENT DOLLARS,1997,"Median
income",56011
Georgia,CURRENT DOLLARS,1997,"Standard
error",1399
Georgia,CURRENT DOLLARS,1998,"Median
income",58280
Georgia,CURRENT DOLLARS,1998,"Standard
error",1777
Georgia,CURRENT DOLLARS,2001,"Median
income",59092
Georgia,CURRENT DOLLARS,2001,"Standard
error",1489
Georgia,CURRENT DOLLARS,2002,"Median
income",58671
Georgia,CURRENT DOLLARS,2002,"Standard
error",1513
Georgia,CURRENT DOLLARS,2003,"Median
income",56699
Georgia,CURRENT DOLLARS,2003,"Standard
error",1308
Georgia,CURRENT DOLLARS,2005,"Median
income",57788
Georgia,CURRENT DOLLARS,2005,"Standard
error",1054
Georgia,CURRENT DOLLARS,2006,"Median
income",60139
Georgia,CURRENT DOLLARS,2006,"Standard
error",1475
Georgia,CURRENT DOLLARS,2007,"Median
income",57647
Georgia,CURRENT DOLLARS,2007,"Standard
error",1278
Georgia,CURRENT DOLLARS,2008,"Median
income",52760
Georgia,CURRENT DOLLARS,2008,"Standard
error",1328
Georgia,CURRENT DOLLARS,2011,"Median
income",50216
Georgia,CURRENT DOLLARS,2011,"Standard
error",2712
Georgia,CURRENT DOLLARS,2012,"Median
income",51472
Georgia,CURRENT DOLLARS,2012,"Standard
error",1609
Georgia,CURRENT DOLLARS,2014,"Median
income",51362
Georgia,CURRENT DOLLARS,2014,"Standard
error",2082
Georgia,CURRENT DOLLARS,2015,"Median
income",52529
Georgia,CURRENT DOLLARS,2015,"Standard
error",1450
Georgia,CURRENT DOLLARS,2016,"Median
income",54678
Georgia,CURRENT DOLLARS,2016,"Standard
error",1715
Georgia,CURRENT DOLLARS,2017,"Median
income",57016
Georgia,CURRENT DOLLARS,2017,"Standard
error",2434
Georgia,CURRENT DOLLARS,1984 ,"Median
income",45033
Georgia,CURRENT DOLLARS,1984 ,"Standard
error",1837
Georgia,CURRENT DOLLARS,1985 ,"Median
income",45858
Georgia,CURRENT DOLLARS,1985 ,"Standard
error",1717
Georgia,CURRENT DOLLARS,1987 ,"Median
income",55297
Georgia,CURRENT DOLLARS,1987 ,"Standard
error",2857
Georgia,CURRENT DOLLARS,1992 ,"Median
income",49456
Georgia,CURRENT DOLLARS,1992 ,"Standard
error",2109
Georgia,CURRENT DOLLARS,1993 ,"Median
income",53041
Georgia,CURRENT DOLLARS,1993 ,"Standard
error",2101
Georgia,CURRENT DOLLARS,1994 ,"Median
income",51634
Georgia,CURRENT DOLLARS,1994 ,"Standard
error",2031
Georgia,CURRENT DOLLARS,1995 ,"Median
income",54637
Georgia,CURRENT DOLLARS,1995 ,"Standard
error",1437
Georgia,CURRENT DOLLARS,1999 ,"Median
income",58187
Georgia,CURRENT DOLLARS,1999 ,"Standard
error",2000
Georgia,CURRENT DOLLARS,2000 ,"Median
income",59811
Georgia,CURRENT DOLLARS,2000 ,"Standard
error",1186
Georgia,CURRENT DOLLARS,2004,"Median
income",53316
Georgia,CURRENT DOLLARS,2004,"Standard
error",804
Georgia,CURRENT DOLLARS,2009 ,"Median
income",49638
Georgia,CURRENT DOLLARS,2009 ,"Standard
error",1439
Georgia,CURRENT DOLLARS,2010 ,"Median
income",49707
Georgia,CURRENT DOLLARS,2010 ,"Standard
error",2053
Georgia,CURRENT DOLLARS,2013 ,"Median
income",50001
Georgia,CURRENT DOLLARS,2013 ,"Standard
error",2065
Georgia,CURRENT DOLLARS,2013 ,"Median
income",49530
Georgia,CURRENT DOLLARS,2013 ,"Standard
error",4465
Hawaii,CURRENT DOLLARS,1986,"Median
income",62100
Hawaii,CURRENT DOLLARS,1986,"Standard
error",2582
Hawaii,CURRENT DOLLARS,1988,"Median
income",65975
Hawaii,CURRENT DOLLARS,1988,"Standard
error",2961
Hawaii,CURRENT DOLLARS,1989,"Median
income",67061
Hawaii,CURRENT DOLLARS,1989,"Standard
error",2542
Hawaii,CURRENT DOLLARS,1990,"Median
income",70998
Hawaii,CURRENT DOLLARS,1990,"Standard
error",2579
Hawaii,CURRENT DOLLARS,1991,"Median
income",65557
Hawaii,CURRENT DOLLARS,1991,"Standard
error",2869
Hawaii,CURRENT DOLLARS,1996,"Median
income",65195
Hawaii,CURRENT DOLLARS,1996,"Standard
error",2954
Hawaii,CURRENT DOLLARS,1997,"Median
income",62536
Hawaii,CURRENT DOLLARS,1997,"Standard
error",2137
Hawaii,CURRENT DOLLARS,1998,"Median
income",61539
Hawaii,CURRENT DOLLARS,1998,"Standard
error",3571
Hawaii,CURRENT DOLLARS,2001,"Median
income",65842
Hawaii,CURRENT DOLLARS,2001,"Standard
error",1743
Hawaii,CURRENT DOLLARS,2002,"Median
income",64634
Hawaii,CURRENT DOLLARS,2002,"Standard
error",1873
Hawaii,CURRENT DOLLARS,2003,"Median
income",69253
Hawaii,CURRENT DOLLARS,2003,"Standard
error",1780
Hawaii,CURRENT DOLLARS,2005,"Median
income",74976
Hawaii,CURRENT DOLLARS,2005,"Standard
error",1525
Hawaii,CURRENT DOLLARS,2006,"Median
income",73699
Hawaii,CURRENT DOLLARS,2006,"Standard
error",1915
Hawaii,CURRENT DOLLARS,2007,"Median
income",75876
Hawaii,CURRENT DOLLARS,2007,"Standard
error",2518
Hawaii,CURRENT DOLLARS,2008,"Median
income",70215
Hawaii,CURRENT DOLLARS,2008,"Standard
error",1690
Hawaii,CURRENT DOLLARS,2011,"Median
income",64496
Hawaii,CURRENT DOLLARS,2011,"Standard
error",2765
Hawaii,CURRENT DOLLARS,2012,"Median
income",60181
Hawaii,CURRENT DOLLARS,2012,"Standard
error",2412
Hawaii,CURRENT DOLLARS,2014,"Median
income",73820
Hawaii,CURRENT DOLLARS,2014,"Standard
error",2774
Hawaii,CURRENT DOLLARS,2015,"Median
income",66751
Hawaii,CURRENT DOLLARS,2015,"Standard
error",2938
Hawaii,CURRENT DOLLARS,2016,"Median
income",73684
Hawaii,CURRENT DOLLARS,2016,"Standard
error",2564
Hawaii,CURRENT DOLLARS,2017,"Median
income",73575
Hawaii,CURRENT DOLLARS,2017,"Standard
error",2227
Hawaii,CURRENT DOLLARS,1984 ,"Median
income",65072
Hawaii,CURRENT DOLLARS,1984 ,"Standard
error",2740
Hawaii,CURRENT DOLLARS,1985 ,"Median
income",63095
Hawaii,CURRENT DOLLARS,1985 ,"Standard
error",3150
Hawaii,CURRENT DOLLARS,1987 ,"Median
income",72494
Hawaii,CURRENT DOLLARS,1987 ,"Standard
error",2223
Hawaii,CURRENT DOLLARS,1992 ,"Median
income",72325
Hawaii,CURRENT DOLLARS,1992 ,"Standard
error",2464
Hawaii,CURRENT DOLLARS,1993 ,"Median
income",71466
Hawaii,CURRENT DOLLARS,1993 ,"Standard
error",2947
Hawaii,CURRENT DOLLARS,1994 ,"Median
income",69337
Hawaii,CURRENT DOLLARS,1994 ,"Standard
error",3976
Hawaii,CURRENT DOLLARS,1995 ,"Median
income",68661
Hawaii,CURRENT DOLLARS,1995 ,"Standard
error",2070
Hawaii,CURRENT DOLLARS,1999 ,"Median
income",65683
Hawaii,CURRENT DOLLARS,1999 ,"Standard
error",2704
Hawaii,CURRENT DOLLARS,2000 ,"Median
income",73579
Hawaii,CURRENT DOLLARS,2000 ,"Standard
error",1703
Hawaii,CURRENT DOLLARS,2004,"Median
income",73165
Hawaii,CURRENT DOLLARS,2004,"Standard
error",2199
Hawaii,CURRENT DOLLARS,2009 ,"Median
income",63735
Hawaii,CURRENT DOLLARS,2009 ,"Standard
error",2317
Hawaii,CURRENT DOLLARS,2010 ,"Median
income",67084
Hawaii,CURRENT DOLLARS,2010 ,"Standard
error",3077
Hawaii,CURRENT DOLLARS,2013 ,"Median
income",64725
Hawaii,CURRENT DOLLARS,2013 ,"Standard
error",2326
Hawaii,CURRENT DOLLARS,2013 ,"Median
income",67705
Hawaii,CURRENT DOLLARS,2013 ,"Standard
error",4130
Idaho,CURRENT DOLLARS,1986,"Median
income",44427
Idaho,CURRENT DOLLARS,1986,"Standard
error",1456
Idaho,CURRENT DOLLARS,1988,"Median
income",46848
Idaho,CURRENT DOLLARS,1988,"Standard
error",2006
Idaho,CURRENT DOLLARS,1989,"Median
income",47190
Idaho,CURRENT DOLLARS,1989,"Standard
error",1824
Idaho,CURRENT DOLLARS,1990,"Median
income",46160
Idaho,CURRENT DOLLARS,1990,"Standard
error",1779
Idaho,CURRENT DOLLARS,1991,"Median
income",45967
Idaho,CURRENT DOLLARS,1991,"Standard
error",1811
Idaho,CURRENT DOLLARS,1996,"Median
income",54172
Idaho,CURRENT DOLLARS,1996,"Standard
error",2093
Idaho,CURRENT DOLLARS,1997,"Median
income",51032
Idaho,CURRENT DOLLARS,1997,"Standard
error",2046
Idaho,CURRENT DOLLARS,1998,"Median
income",55288
Idaho,CURRENT DOLLARS,1998,"Standard
error",1643
Idaho,CURRENT DOLLARS,2001,"Median
income",53076
Idaho,CURRENT DOLLARS,2001,"Standard
error",1341
Idaho,CURRENT DOLLARS,2002,"Median
income",51533
Idaho,CURRENT DOLLARS,2002,"Standard
error",1532
Idaho,CURRENT DOLLARS,2003,"Median
income",56611
Idaho,CURRENT DOLLARS,2003,"Standard
error",1312
Idaho,CURRENT DOLLARS,2005,"Median
income",55586
Idaho,CURRENT DOLLARS,2005,"Standard
error",1578
Idaho,CURRENT DOLLARS,2006,"Median
income",56323
Idaho,CURRENT DOLLARS,2006,"Standard
error",1599
Idaho,CURRENT DOLLARS,2007,"Median
income",58291
Idaho,CURRENT DOLLARS,2007,"Standard
error",1530
Idaho,CURRENT DOLLARS,2008,"Median
income",54121
Idaho,CURRENT DOLLARS,2008,"Standard
error",1919
Idaho,CURRENT DOLLARS,2011,"Median
income",51839
Idaho,CURRENT DOLLARS,2011,"Standard
error",3810
Idaho,CURRENT DOLLARS,2012,"Median
income",51259
Idaho,CURRENT DOLLARS,2012,"Standard
error",3394
Idaho,CURRENT DOLLARS,2014,"Median
income",55387
Idaho,CURRENT DOLLARS,2014,"Standard
error",2666
Idaho,CURRENT DOLLARS,2015,"Median
income",53414
Idaho,CURRENT DOLLARS,2015,"Standard
error",1304
Idaho,CURRENT DOLLARS,2016,"Median
income",57780
Idaho,CURRENT DOLLARS,2016,"Standard
error",1288
Idaho,CURRENT DOLLARS,2017,"Median
income",60208
Idaho,CURRENT DOLLARS,2017,"Standard
error",2400
Idaho,CURRENT DOLLARS,1984 ,"Median
income",47529
Idaho,CURRENT DOLLARS,1984 ,"Standard
error",2170
Idaho,CURRENT DOLLARS,1985 ,"Median
income",45231
Idaho,CURRENT DOLLARS,1985 ,"Standard
error",1303
Idaho,CURRENT DOLLARS,1987 ,"Median
income",42962
Idaho,CURRENT DOLLARS,1987 ,"Standard
error",1726
Idaho,CURRENT DOLLARS,1992 ,"Median
income",47579
Idaho,CURRENT DOLLARS,1992 ,"Standard
error",1501
Idaho,CURRENT DOLLARS,1993 ,"Median
income",51947
Idaho,CURRENT DOLLARS,1993 ,"Standard
error",2216
Idaho,CURRENT DOLLARS,1994 ,"Median
income",51748
Idaho,CURRENT DOLLARS,1994 ,"Standard
error",2097
Idaho,CURRENT DOLLARS,1995 ,"Median
income",52357
Idaho,CURRENT DOLLARS,1995 ,"Standard
error",1788
Idaho,CURRENT DOLLARS,1999 ,"Median
income",52836
Idaho,CURRENT DOLLARS,1999 ,"Standard
error",2085
Idaho,CURRENT DOLLARS,2000 ,"Median
income",53688
Idaho,CURRENT DOLLARS,2000 ,"Standard
error",1702
Idaho,CURRENT DOLLARS,2004,"Median
income",57705
Idaho,CURRENT DOLLARS,2004,"Standard
error",1804
Idaho,CURRENT DOLLARS,2009 ,"Median
income",53575
Idaho,CURRENT DOLLARS,2009 ,"Standard
error",1448
Idaho,CURRENT DOLLARS,2010 ,"Median
income",53012
Idaho,CURRENT DOLLARS,2010 ,"Standard
error",2106
Idaho,CURRENT DOLLARS,2013 ,"Median
income",54563
Idaho,CURRENT DOLLARS,2013 ,"Standard
error",3853
Idaho,CURRENT DOLLARS,2013 ,"Median
income",51085
Idaho,CURRENT DOLLARS,2013 ,"Standard
error",5780
Illinois,CURRENT DOLLARS,1986,"Median
income",56764
Illinois,CURRENT DOLLARS,1986,"Standard
error",1357
Illinois,CURRENT DOLLARS,1988,"Median
income",58983
Illinois,CURRENT DOLLARS,1988,"Standard
error",1506
Illinois,CURRENT DOLLARS,1989,"Median
income",59911
Illinois,CURRENT DOLLARS,1989,"Standard
error",1192
